Periodo,1.Precio de la gasolina en EE.UU. (dólares/m3),2.Precio de la onza troy de oro (dólares/oz),3.Precio de la onza troy de plata (dólares/oz),4.Precio del cobre refinado BML (dólares/libra),5.Precio del diesel  (centavos de dólar/galón),6.Precio del gas  natural   (dólares/millón de unidades térmicas británicas),7.Precio del kerosene (dólares/m3),8.Precio del petróleo Brent (dólares/barril),9.Precio del petróleo WTI (dólares/barril),10.Precio del propano (centavos de dólar/galón)     DTN
Oct-1954,,35.04,0.85,,,,,,,
Nov-1954,,35.04,0.85,,,,,,,
Dec-1954,,35.04,0.85,,,,,,,
Jan-1955,,35.03,0.85,,,,,,,
Feb-1955,,35.03,0.85,,,,,,,
Mar-1955,,35.03,0.87,,,,,,,
Apr-1955,,35.03,0.87,,,,,,,
May-1955,,35.03,0.89,,,,,,,
Jun-1955,,35.03,0.90,,,,,,,
Jul-1955,,35.03,0.90,,,,,,,
Aug-1955,,35.03,0.91,,,,,,,
Sep-1955,,35.03,0.91,,,,,,,
Oct-1955,,35.03,0.92,,,,,,,
Nov-1955,,35.03,0.92,,,,,,,
Dec-1955,,35.03,0.90,,,,,,,
Jan-1956,,34.99,0.90,,,,,,,
Feb-1956,,34.99,0.91,,,,,,,
Mar-1956,,34.99,0.91,,,,,,,
Apr-1956,,34.99,0.91,,,,,,,
May-1956,,34.99,0.91,,,,,,,
Jun-1956,,34.99,0.90,,,,,,,
Jul-1956,,34.99,0.90,,,,,,,
Aug-1956,,34.99,0.91,,,,,,,
Sep-1956,,34.99,0.91,,,,,,,
Oct-1956,,34.99,0.91,,,,,,,
Nov-1956,,34.99,0.91,,,,,,,
Dec-1956,,34.99,0.91,,,,,,,
Jan-1957,,34.95,0.91,,,,,,,
Feb-1957,,34.95,0.91,,,,,,,
Mar-1957,,34.95,0.91,,,,,,,
Apr-1957,,34.95,0.91,,,,,,,
May-1957,,34.95,0.91,,,,,,,
Jun-1957,,34.95,0.90,,,,,,,
Jul-1957,,34.95,0.90,,,,,,,
Aug-1957,,34.95,0.91,,,,,,,
Sep-1957,,34.95,0.91,,,,,,,
Oct-1957,,34.95,0.91,,,,,,,
Nov-1957,,34.95,0.90,,,,,,,
Dec-1957,,34.95,0.90,,,,,,,
Jan-1958,,35.10,0.89,,,,,,,
Feb-1958,,35.10,0.89,,,,,,,
Mar-1958,,35.10,0.89,,,,,,,
Apr-1958,,35.10,0.89,,,,,,,
May-1958,,35.10,0.89,,,,,,,
Jun-1958,,35.10,0.89,,,,,,,
Jul-1958,,35.10,0.89,,,,,,,
Aug-1958,,35.10,0.89,,,,,,,
Sep-1958,,35.10,0.89,,,,,,,
Oct-1958,,35.10,0.90,,,,,,,
Nov-1958,,35.10,0.90,,,,,,,
Dec-1958,,35.10,0.90,,,,,,,
Jan-1959,,35.10,0.90,,,,,,,
Feb-1959,,35.10,0.90,,,,,,,
Mar-1959,,35.10,0.91,,,,,,,
Apr-1959,,35.10,0.91,,,,,,,
May-1959,,35.10,0.91,,,,,,,
Jun-1959,,35.10,0.91,,,,,,,
Jul-1959,,35.10,0.91,,,,,,,
Aug-1959,,35.10,0.91,,,,,,,
Sep-1959,,35.10,0.91,,,,,,,
Oct-1959,,35.10,0.91,,,,,,,
Nov-1959,,35.10,0.91,,,,,,,
Dec-1959,,35.10,0.91,,,,,,,
Jan-1960,,35.27,0.91,0.33,,,,,,
Feb-1960,,35.27,0.91,0.33,,,,,,
Mar-1960,,35.27,0.91,0.32,,,,,,
Apr-1960,,35.27,0.91,0.33,,,,,,
May-1960,,35.27,0.91,0.31,,,,,,
Jun-1960,,35.27,0.91,0.31,,,,,,
Jul-1960,,35.27,0.91,0.32,,,,,,
Aug-1960,,35.27,0.91,0.31,,,,,,
Sep-1960,,35.27,0.91,0.29,,,,,,
Oct-1960,,35.27,0.91,0.28,,,,,,
Nov-1960,,35.27,0.91,0.28,,,,,,
Dec-1960,,35.27,0.91,0.29,,,,,,
Jan-1961,,35.25,0.91,0.28,,,,,,
Feb-1961,,35.25,0.91,0.28,,,,,,
Mar-1961,,35.25,0.91,0.28,,,,,,
Apr-1961,,35.25,0.91,0.29,,,,,,
May-1961,,35.25,0.91,0.30,,,,,,
Jun-1961,,35.25,0.91,0.30,,,,,,
Jul-1961,,35.25,0.91,0.29,,,,,,
Aug-1961,,35.25,0.91,0.29,,,,,,
Sep-1961,,35.25,0.91,0.29,,,,,,
Oct-1961,,35.25,0.91,0.29,,,,,,
Nov-1961,,35.25,0.92,0.29,,,,,,
Dec-1961,,35.25,1.03,0.29,,,,,,
Jan-1962,,35.23,1.04,0.29,,,,,,
Feb-1962,,35.23,1.03,0.29,,,,,,
Mar-1962,,35.23,1.02,0.29,,,,,,
Apr-1962,,35.23,1.02,0.29,,,,,,
May-1962,,35.23,1.02,0.29,,,,,,
Jun-1962,,35.23,1.02,0.29,,,,,,
Jul-1962,,35.23,1.04,0.29,,,,,,
Aug-1962,,35.23,1.08,0.29,,,,,,
Sep-1962,,35.23,1.15,0.29,,,,,,
Oct-1962,,35.23,1.21,0.29,,,,,,
Nov-1962,,35.23,1.19,0.29,,,,,,
Dec-1962,,35.23,1.20,0.29,,,,,,
Jan-1963,,35.09,1.24,0.29,,,,,,
Feb-1963,,35.09,1.26,0.29,,,,,,
Mar-1963,,35.09,1.27,0.29,,,,,,
Apr-1963,,35.09,1.27,0.29,,,,,,
May-1963,,35.09,1.28,0.29,,,,,,
Jun-1963,,35.09,1.28,0.29,,,,,,
Jul-1963,,35.09,1.29,0.29,,,,,,
Aug-1963,,35.09,1.29,0.29,,,,,,
Sep-1963,,35.09,1.29,0.29,,,,,,
Oct-1963,,35.09,1.29,0.29,,,,,,
Nov-1963,,35.09,1.29,0.29,,,,,,
Dec-1963,,35.09,1.29,0.30,,,,,,
Jan-1964,,35.10,1.29,0.30,,,,,,
Feb-1964,,35.10,1.29,0.32,,,,,,
Mar-1964,,35.10,1.29,0.34,,,,,,
Apr-1964,,35.10,1.29,0.39,,,,,,
May-1964,,35.10,1.29,0.38,,,,,,
Jun-1964,,35.10,1.29,0.37,,,,,,
Jul-1964,,35.10,1.29,0.39,,,,,,
Aug-1964,,35.10,1.29,0.45,,,,,,
Sep-1964,,35.10,1.29,0.53,,,,,,
Oct-1964,,35.10,1.29,0.62,,,,,,
Nov-1964,,35.10,1.29,0.64,,,,,,
Dec-1964,,35.10,1.29,0.58,,,,,,
Jan-1965,,35.12,1.29,0.45,,,,,,
Feb-1965,,35.12,1.29,0.54,,,,,,
Mar-1965,,35.12,1.29,0.56,,,,,,
Apr-1965,,35.12,1.29,0.61,,,,,,
May-1965,,35.12,1.29,0.63,,,,,,
Jun-1965,,35.12,1.29,0.59,,,,,,
Jul-1965,,35.12,1.29,0.49,,,,,,
Aug-1965,,35.12,1.29,0.55,,,,,,
Sep-1965,,35.12,1.29,0.60,,,,,,
Oct-1965,,35.12,1.29,0.64,,,,,,
Nov-1965,,35.12,1.29,0.67,,,,,,
Dec-1965,,35.12,1.29,0.69,,,,,,
Jan-1966,,35.13,1.29,0.76,,,,,,
Feb-1966,,35.13,1.29,0.85,,,,,,
Mar-1966,,35.13,1.29,0.85,,,,,,
Apr-1966,,35.13,1.29,0.87,,,,,,
May-1966,,35.13,1.29,0.76,,,,,,
Jun-1966,,35.13,1.29,0.77,,,,,,
Jul-1966,,35.13,1.29,0.71,,,,,,
Aug-1966,,35.13,1.29,0.54,,,,,,
Sep-1966,,35.13,1.29,0.51,,,,,,
Oct-1966,,35.13,1.29,0.58,,,,,,
Nov-1966,,35.13,1.29,0.59,,,,,,
Dec-1966,,35.13,1.29,0.55,,,,,,
Jan-1967,,34.95,1.29,0.56,,,,,,
Feb-1967,,34.95,1.29,0.55,,,,,,
Mar-1967,,34.95,1.29,0.50,,,,,,
Apr-1967,,34.95,1.29,0.45,,,,,,
May-1967,,34.95,1.30,0.47,,,,,,
Jun-1967,,34.95,1.30,0.46,,,,,,
Jul-1967,,34.95,1.59,0.45,,,,,,
Aug-1967,,34.95,1.75,0.47,,,,,,
Sep-1967,,34.95,1.68,0.48,,,,,,
Oct-1967,,34.95,1.79,0.52,,,,,,
Nov-1967,,34.95,1.95,0.61,,,,,,
Dec-1967,,34.95,2.07,0.60,,,,,,
Jan-1968,,35.20,1.99,0.64,,,,,,
Feb-1968,,35.20,1.86,0.78,,,,,,
Mar-1968,,35.20,2.18,0.77,,,,,,
Apr-1968,,37.90,2.20,0.57,,,,,,
May-1968,,40.70,2.38,0.50,,,,,,
Jun-1968,,41.10,2.46,0.52,,,,,,
Jul-1968,,39.50,2.31,0.48,,,,,,
Aug-1968,,39.20,2.19,0.48,,,,,,
Sep-1968,,40.20,2.21,0.50,,,,,,
Oct-1968,,39.20,1.97,0.49,,,,,,
Nov-1968,,39.80,2.02,0.50,,,,,,
Dec-1968,,41.10,1.96,0.54,,,,,,
Jan-1969,,42.30,1.98,0.57,,,,,,
Feb-1969,,42.60,1.84,0.58,,,,,,
Mar-1969,,43.20,1.83,0.58,,,,,,
Apr-1969,,43.30,1.78,0.63,,,,,,
May-1969,,43.46,1.76,0.63,,,,,,
Jun-1969,,41.44,1.64,0.67,,,,,,
Jul-1969,,41.76,1.62,0.66,,,,,,
Aug-1969,,41.09,1.65,0.73,,,,,,
Sep-1969,,40.87,1.78,0.72,,,,,,
Oct-1969,,40.44,1.87,0.71,,,,,,
Nov-1969,,40.44,1.92,0.74,,,,,,
Dec-1969,,35.17,1.81,0.77,,,,,,
Jan-1970,,34.94,1.88,0.74,,,,,,
Feb-1970,,34.99,1.90,0.75,,,,,,
Mar-1970,,35.09,1.89,0.80,,,,,,
Apr-1970,,35.62,1.85,0.79,,,,,,
May-1970,,35.95,1.67,0.73,,,,,,
Jun-1970,,35.44,1.64,0.66,,,,,,
Jul-1970,,35.32,1.69,0.62,,,,,,
Aug-1970,,35.38,1.80,0.57,,,,,,
Sep-1970,,36.19,1.80,0.57,,,,,,
Oct-1970,,37.52,1.75,0.52,,,,,,
Nov-1970,,37.44,1.76,0.49,,,,,,
Dec-1970,,37.44,1.63,0.47,,,,,,
Jan-1971,,37.87,1.64,0.46,,,,,,
Feb-1971,,38.74,1.60,0.47,,,,,,
Mar-1971,,38.87,1.67,0.52,,,,,,
Apr-1971,,39.01,1.73,0.57,,,,,,
May-1971,,40.52,1.67,0.51,,,,,,
Jun-1971,,40.10,1.61,0.49,,,,,,
Jul-1971,,40.95,1.58,0.51,,,,,,
Aug-1971,28.69,42.73,1.59,0.50,,,,,,
Sep-1971,28.40,42.02,1.42,0.48,,,,,,
Oct-1971,28.40,42.50,1.34,0.47,,,,,,
Nov-1971,28.40,42.86,1.32,0.46,,,,,,
Dec-1971,28.40,43.48,1.39,0.47,,,,,,
Jan-1972,28.40,45.75,1.47,0.49,,,,,,
Feb-1972,28.40,48.26,1.50,0.51,,,,,,
Mar-1972,28.82,48.33,1.54,0.53,,,,,,
Apr-1972,29.06,49.03,1.57,0.51,,,,,,
May-1972,29.30,54.62,1.58,0.50,,,,,,
Jun-1972,30.01,62.09,1.57,0.48,,,,,,
Jul-1972,31.28,65.67,1.74,0.47,,,,,,
Aug-1972,32.44,67.03,1.85,0.48,,,,,,
Sep-1972,32.87,65.47,1.78,0.48,,,,,,
Oct-1972,33.03,64.86,1.81,0.47,,,,,,
Nov-1972,33.42,62.91,1.83,0.46,,,,,,
Dec-1972,33.26,63.91,1.98,0.46,,,,,,
Jan-1973,32.71,65.14,2.02,0.51,,,,,,
Feb-1973,32.92,74.20,2.24,0.56,,,,,,
Mar-1973,34.98,84.37,2.31,0.69,,,,,,
Apr-1973,37.65,90.50,2.21,0.72,,,,,,
May-1973,48.93,101.96,2.40,0.70,,,,,,
Jun-1973,72.15,120.12,2.62,0.79,,,,,,
Jul-1973,72.84,120.17,2.71,0.92,,,,,,
Aug-1973,61.37,106.76,2.64,0.95,,,,,,
Sep-1973,56.91,102.97,2.67,0.88,,,,,,
Oct-1973,62.01,100.08,2.89,0.94,,,,,,
Nov-1973,70.96,94.82,2.86,1.03,,,,,,
Dec-1973,94.43,106.72,3.14,1.01,,,,,,
Jan-1974,108.61,129.19,3.64,0.92,,,,,,
Feb-1974,120.87,150.23,5.36,1.04,,,,,,
Mar-1974,139.29,168.42,5.33,1.25,,,,,,
Apr-1974,132.97,172.24,5.04,1.38,,,,,,
May-1974,115.32,163.27,5.43,1.31,,,,,,
Jun-1974,108.48,154.10,4.90,1.11,,,,,,
Jul-1974,93.61,142.98,4.41,0.87,,,,,,
Aug-1974,79.55,154.64,4.43,0.82,,,,,,
Sep-1974,76.64,151.77,4.05,0.66,,,,,,
Oct-1974,74.32,158.78,4.83,0.64,,,,,,
Nov-1974,73.16,181.66,4.69,0.64,,,,,,
Dec-1974,74.29,183.85,4.39,0.59,,,,,,
Jan-1975,76.33,176.50,4.19,0.55,,,,,,
Feb-1975,75.96,179.59,4.37,0.58,,,,,,
Mar-1975,75.27,178.16,4.33,0.61,,,,,,
Apr-1975,75.16,169.83,4.21,0.60,,,,,,
May-1975,81.35,167.39,4.54,0.57,,,,,,
Jun-1975,89.25,164.25,4.49,0.54,,,,,,
Jul-1975,99.84,165.17,4.70,0.56,,,,,,
Aug-1975,98.86,163.00,4.93,0.58,,,,,,
Sep-1975,95.16,144.09,4.52,0.55,,,,,,
Oct-1975,89.67,142.76,4.33,0.54,,,,,,
Nov-1975,88.35,142.42,4.33,0.54,,,,,,
Dec-1975,86.63,139.28,4.09,0.52,,,,,,
Jan-1976,85.05,131.49,4.06,0.54,,,,,,
Feb-1976,86.37,131.09,4.09,0.55,,,,,,
Mar-1976,88.82,132.58,4.19,0.60,,,,,,
Apr-1976,93.45,127.94,4.36,0.69,,,,,,
May-1976,105.02,126.93,4.49,0.69,,,,,,
Jun-1976,115.30,125.71,4.81,0.70,,,,,,
Jul-1976,106.90,117.75,4.77,0.75,,,,,,
Aug-1976,101.51,109.93,4.24,0.70,,,,,,
Sep-1976,100.13,114.15,4.30,0.66,,,,,,
Oct-1976,98.02,116.00,4.22,0.58,,,,,,
Nov-1976,99.00,130.46,4.37,0.58,,,,,,
Dec-1976,99.37,133.88,4.35,0.58,,,,,,
Jan-1977,99.02,132.26,4.41,0.63,,,,,,
Feb-1977,100.21,136.30,4.53,0.65,,,,,,
Mar-1977,105.97,148.23,4.84,0.69,,,,,,
Apr-1977,106.50,149.17,4.78,0.65,,,,,,
May-1977,105.84,146.60,4.69,0.62,,,,,,
Jun-1977,105.42,140.78,4.44,0.60,,,,,,
Jul-1977,101.85,143.39,4.50,0.57,,,,,,
Aug-1977,99.08,144.95,4.44,0.53,,,,,,
Sep-1977,99.66,149.52,4.54,0.54,,,,,,
Oct-1977,99.81,158.86,4.76,0.55,,,,,,
Nov-1977,98.52,162.10,4.83,0.54,,,,,,
Dec-1977,98.07,160.45,4.71,0.57,,,,,,
Jan-1978,97.41,173.18,4.93,0.57,,,,,,
Feb-1978,96.49,178.14,4.94,0.55,,,,,,
Mar-1978,96.86,183.66,5.27,0.57,,,,,,
Apr-1978,100.69,174.82,5.12,0.58,,,,,,
May-1978,106.05,176.31,5.12,0.59,,,,,,
Jun-1978,107.19,183.75,5.32,0.60,,,,,,
Jul-1978,113.13,188.73,5.33,0.61,,,,,,
Aug-1978,126.31,206.30,5.49,0.65,,,,,,
Sep-1978,122.48,212.08,5.57,0.65,,,,,,
Oct-1978,121.51,227.39,5.92,0.68,,,,,,
Nov-1978,132.07,206.07,5.87,0.67,,,,,,
Dec-1978,131.57,207.83,5.93,0.70,,,,,,
Jan-1979,136.72,227.27,6.26,0.75,,,,,,
Feb-1979,167.13,245.67,7.42,0.88,,,,,,
Mar-1979,166.71,242.05,7.45,0.93,,,,,,
Apr-1979,198.31,239.16,7.49,0.95,,,,,,
May-1979,249.33,257.61,8.37,0.87,,,,,,
Jun-1979,298.20,279.07,8.54,0.85,,,,,,
Jul-1979,228.56,294.69,9.14,0.82,,,,,,
Aug-1979,206.76,300.81,9.33,0.90,,,,,,
Sep-1979,232.34,355.11,13.96,0.95,,,,,,
Oct-1979,256.43,391.66,16.78,0.94,,,,,,
Nov-1979,298.36,391.99,16.60,0.95,,,,,,
Dec-1979,299.26,455.07,21.79,1.00,,,,,,
Jan-1980,267.19,675.31,38.26,1.18,,,,,,
Feb-1980,257.15,665.32,35.08,1.32,,,,,,
Mar-1980,245.79,553.58,24.13,1.05,,,,,,
Apr-1980,260.92,517.41,14.50,0.94,,,,,,
May-1980,263.72,513.82,12.53,0.93,,,,,,
Jun-1980,244.33,600.72,15.75,0.91,,,,,,
Jul-1980,230.07,644.28,16.06,0.99,,,,,,
Aug-1980,228.77,627.15,15.90,0.94,,,,,,
Sep-1980,235.46,673.63,20.14,0.93,,,,,,
Oct-1980,242.46,661.15,20.18,0.93,,,,,,
Nov-1980,249.09,623.46,18.65,0.91,,,,,,
Dec-1980,248.61,593.69,16.39,0.85,,,,,,
Jan-1981,258.04,557.39,14.75,0.85,,,,,,
Feb-1981,271.52,499.76,13.02,0.82,,,,,,
Mar-1981,270.54,498.76,12.34,0.83,,,,,,
Apr-1981,265.52,495.80,11.44,0.83,,,,,,
May-1981,266.08,479.70,10.85,0.79,,,,,,
Jun-1981,266.21,460.69,10.00,0.77,,,,,,
Jul-1981,274.77,409.28,8.63,0.76,,,,,,
Aug-1981,272.84,410.18,8.93,0.81,,,,,,
Sep-1981,265.20,443.66,10.03,0.78,,,,,,
Oct-1981,265.84,437.75,9.25,0.76,,,,,,
Nov-1981,266.10,413.37,8.55,0.75,,,,,,
Dec-1981,252.44,410.09,8.43,0.75,,,,,,
Jan-1982,245.26,384.32,8.03,0.73,,,,,,
Feb-1982,239.10,374.13,8.27,0.72,,,,,,
Mar-1982,220.50,330.25,7.21,0.69,,,,,,
Apr-1982,236.38,350.34,7.31,0.69,,,,,,
May-1982,257.81,333.82,6.67,0.69,,,,,,
Jun-1982,260.18,315.15,5.58,0.59,,,,,,
Jul-1982,252.02,338.97,6.50,0.65,,,,,,
Aug-1982,255.59,364.23,7.14,0.66,,,,,,
Sep-1982,254.00,437.31,8.73,0.65,,,,,,
Oct-1982,245.26,422.15,9.46,0.66,,,,,,
Nov-1982,236.49,414.91,9.29,0.66,,,,,,
Dec-1982,223.96,444.29,10.59,0.67,,,,,,
Jan-1983,222.83,481.29,12.40,0.71,,,,,,
Feb-1983,218.49,491.11,13.96,0.75,,,,,,
Mar-1983,212.39,419.67,10.62,0.73,,,,,,
Apr-1983,229.77,432.88,11.69,0.76,,,,,,
May-1983,230.01,438.01,12.98,0.80,,,,,30.10,
Jun-1983,231.84,412.84,11.75,0.77,,,,,31.00,
Jul-1983,229.48,422.72,12.09,0.77,,,,,31.60,
Aug-1983,228.64,416.68,12.10,0.74,,,,,31.90,
Sep-1983,224.99,411.80,11.91,0.71,,,,,31.20,
Oct-1983,216.12,393.58,9.84,0.65,,,,,30.40,
Nov-1983,211.12,381.69,8.84,0.63,,,,,30.00,
Dec-1983,196.22,388.34,9.12,0.64,,,,,29.20,
Jan-1984,207.08,370.92,8.20,0.62,,,,,29.70,
Feb-1984,213.21,386.22,9.11,0.65,,,,,30.10,
Mar-1984,217.57,394.25,9.65,0.68,,,,,30.80,
Apr-1984,216.54,381.41,9.25,0.70,,,,,30.60,
May-1984,210.81,377.40,8.95,0.65,,,,,30.60,
Jun-1984,200.95,377.67,8.74,0.62,,,,,30.00,
Jul-1984,197.20,347.46,7.45,0.60,,,,,28.60,
Aug-1984,203.57,347.68,7.60,0.61,,,,,29.30,
Sep-1984,206.63,340.59,7.24,0.59,,,,,29.40,
Oct-1984,199.15,340.17,7.29,0.58,,,,,28.80,
Nov-1984,185.57,341.17,7.50,0.61,,,,,28.10,
Dec-1984,176.43,319.54,6.67,0.60,,,,,26.90,
Jan-1985,181.00,302.75,6.09,0.62,,,,,25.70,
Feb-1985,196.30,298.13,6.08,0.63,,,,,27.30,
Mar-1985,210.09,303.67,5.95,0.63,,,,,28.40,
Apr-1985,217.09,325.27,6.45,0.68,,,,,28.80,
May-1985,215.19,316.37,6.26,0.70,,,,,27.60,
Jun-1985,216.01,316.49,6.17,0.65,,,,,27.20,
Jul-1985,210.65,317.43,6.08,0.67,,,,,27.30,
Aug-1985,198.86,329.79,6.25,0.64,,,,,27.80,
Sep-1985,200.40,322.92,6.06,0.62,,,,,28.30,
Oct-1985,208.53,325.84,6.18,0.63,,,,,29.60,
Nov-1985,210.30,325.24,6.12,0.62,,,,,30.80,
Dec-1985,183.20,321.65,5.89,0.63,,,,,27.20,
Jan-1986,164.28,345.38,6.06,0.64,,,,,22.90,
Feb-1986,118.78,338.89,5.88,0.64,,,,,15.40,
Mar-1986,105.36,345.71,5.66,0.66,,,,,12.50,
Apr-1986,120.92,340.44,5.22,0.65,,,,,12.90,
May-1986,134.29,342.56,5.09,0.64,,,,,15.40,
Jun-1986,107.93,342.57,5.15,0.64,,,,,13.60,
Jul-1986,87.79,348.34,5.04,0.61,,,,,11.60,
Aug-1986,109.67,375.92,5.21,0.59,,,,,15.10,
Sep-1986,105.63,417.29,5.67,0.61,,,,,15.00,
Oct-1986,105.63,423.51,5.65,0.60,,,,,14.90,
Nov-1986,108.56,397.97,5.57,0.59,,,,,15.20,
Dec-1986,109.46,390.92,5.37,0.60,,,,,16.10,
Jan-1987,130.14,408.22,5.52,0.61,,,,,18.70,
Feb-1987,127.45,401.09,5.48,0.63,,,,,17.80,
Mar-1987,134.27,410.61,5.66,0.66,,,,,18.40,
Apr-1987,133.79,438.33,7.47,0.67,,,,,18.70,
May-1987,139.02,460.23,8.47,0.69,,,,,19.40,
Jun-1987,141.58,449.59,7.44,0.71,,,,,20.10,
Jul-1987,145.55,450.55,7.64,0.77,,,,,21.30,
Aug-1987,141.19,461.14,7.87,0.79,,,,,20.30,
Sep-1987,131.12,459.97,7.60,0.82,,,,,19.60,
Oct-1987,134.32,465.35,7.60,0.89,,,,,19.90,
Nov-1987,131.52,467.58,6.72,1.14,,,,,19.00,
Dec-1987,114.53,486.77,6.82,1.30,,,,,17.30,
Jan-1988,114.61,476.58,6.73,1.21,,,,,17.10,
Feb-1988,118.26,442.07,6.34,1.06,,,,,16.70,
Mar-1988,120.32,443.61,6.41,1.07,,,,,16.20,
Apr-1988,135.83,451.55,6.45,1.04,,,,,17.90,
May-1988,134.08,450.87,6.54,1.11,,,,,17.40,
Jun-1988,130.91,451.33,7.02,1.15,,,,,16.50,
Jul-1988,146.68,437.59,7.10,1.00,,,,,15.50,
Aug-1988,127.27,431.28,6.71,1.00,,,,,15.50,
Sep-1988,123.80,412.84,6.37,1.10,,,,,14.60,
Oct-1988,128.56,406.78,6.28,1.33,,,,,13.80,
Nov-1988,125.86,420.17,6.29,1.50,,,,,14.10,
Dec-1988,114.98,419.09,6.12,1.59,,,,,16.40,
Jan-1989,130.17,404.01,5.99,1.54,,,,,18.00,
Feb-1989,129.14,387.78,5.88,1.40,,,,,18.00,
Mar-1989,144.04,390.15,5.95,1.48,,,,,19.50,
Apr-1989,182.17,384.06,5.79,1.41,,,,,21.20,
May-1989,178.28,371.00,5.44,1.24,,,,,20.40,
Jun-1989,160.92,367.60,5.28,1.15,,,,,20.20,
Jul-1989,140.00,375.04,5.23,1.13,,,,,19.70,
Aug-1989,134.24,365.37,5.19,1.25,,,,,18.60,
Sep-1989,151.68,361.75,5.13,1.31,,,,,19.60,
Oct-1989,140.82,366.88,5.14,1.30,,,,,20.10,
Nov-1989,133.16,394.38,5.48,1.17,,,,,19.90,
Dec-1989,141.16,409.32,5.56,1.10,,,,,21.10,
Jan-1990,168.32,410.11,5.24,1.07,,,,,23.00,
Feb-1990,154.61,416.81,5.29,1.07,,,,,22.10,
Mar-1990,153.08,393.06,5.07,1.19,,,,,20.40,
Apr-1990,163.25,374.24,5.06,1.22,,,,,18.40,
May-1990,175.69,369.05,5.07,1.24,,,,,18.30,
Jun-1990,162.75,352.33,4.91,1.17,,,,,16.70,
Jul-1990,158.94,362.53,4.87,1.25,,,,,18.40,
Aug-1990,228.11,394.73,5.00,1.34,,,,,27.20,
Sep-1990,250.01,389.32,4.80,1.37,,,,,33.80,
Oct-1990,235.51,380.74,4.39,1.24,,,,,36.10,
Nov-1990,219.21,381.72,4.17,1.17,,,,,32.40,
Dec-1990,171.47,376.37,4.07,1.13,,,,,27.30,
Jan-1991,175.93,383.64,4.05,1.11,,,,,25.20,
Feb-1991,159.81,363.83,3.74,1.11,,,,,20.50,
Mar-1991,177.52,363.37,3.94,1.09,,,,,19.90,
Apr-1991,186.34,358.39,3.98,1.12,,,,,20.80,
May-1991,182.93,356.95,4.05,1.05,,,,,21.20,
Jun-1991,162.98,366.72,4.39,1.01,,,,,20.20,
Jul-1991,167.82,367.68,4.34,1.01,,,,,21.50,
Aug-1991,177.46,356.30,3.95,1.01,,,,,21.70,
Sep-1991,158.41,348.67,4.04,1.05,,,,,21.90,
Oct-1991,164.23,358.69,4.12,1.07,,,,,23.30,
Nov-1991,163.99,360.17,4.07,1.08,,,,,22.50,
Dec-1991,137.65,361.72,3.95,1.01,,,,,19.50,
Jan-1992,134.66,354.49,4.12,0.97,,,,,18.80,
Feb-1992,142.11,353.90,4.15,1.00,,,,,19.00,
Mar-1992,147.56,344.53,4.11,1.01,,,,,18.90,
Apr-1992,160.50,338.72,4.05,1.00,,,,,20.20,
May-1992,167.40,337.19,4.07,1.01,,,,,21.00,
Jun-1992,169.19,340.72,4.06,1.04,,,,,22.40,
Jul-1992,154.77,352.72,3.97,1.14,,,,,21.80,
Aug-1992,158.15,343.70,3.82,1.14,,,,,21.30,
Sep-1992,155.85,347.00,3.77,1.10,,,,,21.90,
Oct-1992,157.20,346.16,3.75,1.02,,,,,21.70,
Nov-1992,142.30,336.69,3.77,0.98,,,,,20.30,
Dec-1992,134.00,336.36,3.73,1.00,,,,,19.40,
Jan-1993,136.20,330.60,3.68,1.02,,,,,19.10,
Feb-1993,134.29,330.86,3.66,1.00,,,,,20.00,
Mar-1993,147.95,331.62,3.65,0.98,,,,,20.30,
Apr-1993,158.10,343.93,3.96,0.88,,,,,20.30,
May-1993,158.65,368.83,4.45,0.81,,,,,19.90,
Jun-1993,144.46,373.12,4.38,0.84,,,,,19.10,
Jul-1993,133.32,393.14,5.02,0.87,,,,,17.90,
Aug-1993,137.36,377.75,4.84,0.88,,,,,18.00,
Sep-1993,127.00,355.70,4.22,0.84,,,,,17.50,
Oct-1993,127.71,364.57,4.35,0.75,,,,,18.20,
Nov-1993,112.23,374.52,4.56,0.74,,,,,16.70,
Dec-1993,95.35,384.84,5.02,0.78,,,,,14.50,
Jan-1994,110.70,386.96,5.16,0.82,,,,,15.00,
Feb-1994,115.72,382.25,5.27,0.85,,,,,14.80,
Mar-1994,120.69,384.65,5.47,0.87,,,,,14.70,
Apr-1994,130.54,378.90,5.34,0.85,,,,,16.40,
May-1994,130.62,382.58,5.46,0.98,,,,,17.90,
Jun-1994,139.26,385.88,5.39,1.07,,,,,19.10,
Jul-1994,143.94,385.81,5.30,1.12,,,,,19.70,
Aug-1994,144.44,380.81,5.22,1.09,,,,,18.40,
Sep-1994,120.16,392.17,5.54,1.14,,,,,17.50,
Oct-1994,129.62,390.21,5.46,1.16,,,,,17.70,
Nov-1994,123.14,384.53,5.19,1.27,,,,,18.10,
Dec-1994,114.13,379.83,4.78,1.35,,,,,17.20,
Jan-1995,126.02,378.76,4.78,1.36,,,,,18.00,
Feb-1995,128.90,377.00,4.73,1.31,,,,,18.60,
Mar-1995,130.04,382.71,4.69,1.33,,,,,18.60,
Apr-1995,156.59,391.19,5.55,1.32,,,,,19.90,
May-1995,167.63,385.70,5.56,1.26,,,,,19.70,
Jun-1995,145.15,387.97,5.37,1.36,,,,,18.40,
